Date Ingested,Avg. Market Time (days),Make Model,ER,Serial Number,Previous Registration,MFR Year,EIS Date,Current Airframe Hours,Previous Country,Days On Market,Ask Price (M),Ask Price_MO,Sale Price,Sale Price_TBD,Sale Date,Engine Program Type,Passengers,Collins Venue CMS,Ku-band Internet,Ka-band internet,Starlink,BBML,GoGo Biz ATG-4000,GoGo Biz ATG-5000,Gogo Biz Avance L5,SwiftBroadband 
08/05/2025,188,Challenger 350, ,733,N202G,2018,01-04-2018,"3,080",US,113,18.7,,18.4,,20/12/2024,MSP-G,9, , , , , , , , ,Yes
08/05/2025,199,Challenger 604, ,5561,N408BF,2003,01-09-2003,"7,555",US,205,7.4,,6.8,,19/12/2024,OnPoint,9, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5886,P4-AAG,2011,01-06-2012,"3,975",SG,550,13.25,,10.5,,13/01/2025,OnPoint,12, , , , , , , , , 
08/05/2025,153,Citation CJ3, ,121,N423CS,2006,01-12-2006,"7,030",US,834,4.47,,4.4,,27/12/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,129,N866CB,2002,01-12-2002,"8,645",US,108,2.75,,2.5,,05/08/2024,TAP Blue,6, , , , , , ,Yes, , 
08/05/2025,119,Citation CJ3+, ,653,N238KK,2021,01-01-2022,605,US,44,9.47,,9.47,,02/10/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,249,D-CPAN,2021,01-12-2021,545,DE,136,11.95,,10.9,,15/11/2024,,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5249,9H-RMD,2002,01-05-2002,"6,185",GB,405,3.87,,3.45,,17/12/2024,ESP-G,7, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,207,N207CJ,2015,01-03-2016,"4,330",US,76,,Yes,7.4,,11/02/2025,TAP Blue,8, , , , , ,Yes, , , 
08/05/2025,172,Lear 75, ,566,OE-GAG,2018,01-07-2018,"2,460",AT,105,,Yes,8.3,,02/07/2024,JSSI,8, , , , , , , , ,Yes
08/05/2025,121,Lear 60, ,229,N38SV,2001,01-10-2001,"6,590",US,165,1.89,,1.85,,12/08/2024,JSSI,6, , , , , , , , ,Yes
08/05/2025,199,Lear 45XR, ,448,N365LP,2012,01-01-2013,"4,775",US,158,5.39,,5.0,,29/05/2024,JSSI,8, , , , , ,Yes, , , 
08/05/2025,185,Lear 45, ,103,N45XT,2000,01-07-2000,"7,900",US,377,2.5,,2.2,,15/05/2024,,8, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,095,N887PC,2009,01-11-2009,"6,850",US,107,3.99,,,Yes,17/01/2025,MSP,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,425,N802CF,1999,01-12-1999,"7,660",US,148,,Yes,1.4,,21/01/2025,,8, , , , , , , , , 
08/05/2025,272,Gulfstream GV, ,629,N188ES,2001,01-12-2001,"7,525",US,481,8.49,,7.0,,02/10/2024,,12, , , , , , ,Yes, , 
08/05/2025,260,Gulfstream GIVSP, ,1314,N427SA,1997,01-12-1997,"12,160",US,257,4.49,,,Yes,18/06/2024,,12, , , , , , ,Yes, , 
08/05/2025,313,Gulfstream GIV, ,1142,N222GY,1990,01-06-1991,"6,890",US,93,,Yes,3.1,,18/07/2024,,13, , , , , , , , , 
08/05/2025,195,Gulfstream G650, ,6063,XA-VHP,2013,01-02-2014,"3,765",MX,170,31.95,,28.2,,02/05/2025,,13, ,Yes, , ,Yes, , , , 
08/05/2025,205,Gulfstream G600, ,73125,N167KF,2023,01-11-2023,550,DK,276,60.35,,53.0,,30/08/2024,ESP-G,14, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5056,N553RB,2004,01-03-2005,"5,115",US,68,16.0,,,Yes,08/04/2025,RRCC,18, , , ,Yes, , , , , 
08/05/2025,255,Gulfstream G500, ,72085,N568VA,2021,01-01-2022,780,US,141,44.95,,43.0,,09/10/2024,,14, , , , , , , ,Yes, 
08/05/2025,229,Gulfstream G450, ,4091,PR-VCO,2007,01-11-2007,"6,335",BR,181,,Yes,10.5,,20/01/2025,JSSI,14, , , , , , , , , 
08/05/2025,108,Gulfstream G280, ,2059,N59CX,2014,01-03-2015,"2,295",US,88,,Yes,13.8,,31/01/2025,MSP-G,9, , , , , , , ,Yes,Yes
08/05/2025,275,Gulfstream G200, ,047,N199TH,2001,01-02-2002,"4,920",US,263,4.78,,3.9,,02/05/2025,ESP-G,9, , , , , , , ,Yes, 
08/05/2025,199,Gulfstream G150, ,225,N365GA,2007,01-08-2007,"10,265",US,66,4.25,,3.6,,09/05/2024,MSP-G,7, , , , , , ,Yes, , 
08/05/2025,203,Global XRS, ,9246,C-GNRS,2007,01-08-2009,"4,555",CA,505,14.0,,13.1,,29/08/2024,RRCC,13, ,Yes, , , , , , , 
08/05/2025,308,Global Express, ,9106,OE-IRP,2001,01-01-2002,"8,265",AT,221,12.95,,11.9,,28/06/2024,RRCC,12,Yes, , , , , , , , 
08/05/2025,102,Global 7500, ,70023,N782SF,2019,01-06-2020,"1,055",US,119,,Yes,58.5,,21/03/2025,OnPoint,16, , , , , , , , , 
08/05/2025,209,Global 6000, ,9526,N9PS,2012,01-06-2014,"3,430",US,238,24.49,,23.75,,17/12/2024,RRCC,15, ,Yes, ,Yes, , , , , 
08/05/2025,324,Global 5000, ,9221,N10SL,2006,01-08-2007,"6,280",US,633,12.69,,12.0,,17/04/2025,RRCC,14, , , , , , , , , 
08/05/2025,182,Falcon 900EXy, ,130,M-AKKA,2003,01-05-2004,"8,920",IM,579,,Yes,11.5,,02/04/2025,MSP-G,14, , , , , , , , ,Yes
08/05/2025,229,Falcon 900EX, ,013,N808SF,1997,01-07-1997,"12,780",US,343,10.5,,8.85,,12/06/2024,MSP-G,14, , , , , , , ,Yes, 
08/05/2025,223,Falcon 900B, ,026,N122GB,1987,01-03-1988,"12,995",US,148,,Yes,,Yes,03/12/2024,,14, , , , , , , , , 
08/05/2025,242,Falcon 8X, ,407,G-GVOE,2016,01-12-2016,"1,705",GB,195,,Yes,40.15,,09/05/2024,ESP-P,14, , , , , , , , , 
08/05/2025,179,Falcon 7X, ,040,VP-BUG,2008,01-06-2009,"5,915",BM,203,16.0,,,Yes,27/09/2024,ESP-P,14, , , , , , , , ,Yes
08/05/2025,271,Falcon 50EX, ,266,N50NM,1997,01-02-1998,"4,785",US,627,3.6,,3.2,,16/12/2024,,9, , , , , , , , , 
08/05/2025,282,Falcon 50, ,028,N752JC,1980,01-05-1981,"18,650",US,290,500K,,,Yes,18/07/2024,,8, , , , , , , ,Yes, 
08/05/2025,158,Challenger 300, ,197,N797CS,2008,01-09-2008,"3,105",US,86,,Yes,10.3,,31/07/2024,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,734,N703JA,2018,01-05-2018,"1,890",US,154,17.99,,17.8,,28/02/2025,JSSI,9, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5565,D-ABCD,2003,01-12-2003,"7,215",DE,217,7.39,,6.5,,14/05/2024,JSSI,9, , , , , , , , , 
08/05/2025,229,Challenger 605, ,5891,N50AG,2011,01-06-2012,"2,590",US,91,13.35,,12.8,,11/04/2025,OnPoint,9, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,123,N515TX,2006,01-12-2006,"4,600",US,94,,Yes,4.95,,01/07/2024,TAP Elite,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,142,N25SJ,2003,01-03-2003,"6,305",US,295,3.29,,3.0,,17/12/2024,JSSI,6, , , , , , , , , 
08/05/2025,119,Citation CJ3+, ,667,N232HC,2022,01-12-2022,290,US,42,,Yes,9.6,,30/04/2025,Textron TA,7, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,252,N244V,2021,01-05-2022,660,US,71,,Yes,11.0,,14/02/2025,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5277,N29QA,2002,01-09-2002,"6,180",US,125,3.89,,,Yes,11/03/2025,Textron PA,8, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,222,N967TA,2016,01-08-2016,"2,360",US,61,7.75,,,Yes,15/10/2024,Textron TA,7,Yes, , , , ,Yes, , , 
08/05/2025,172,Lear 75, ,605,N791FM,2021,01-03-2022,440,US,90,8.59,,8.44,,16/04/2025,MSP,6, , , , , , , , , 
08/05/2025,121,Lear 60, ,236,N317MM,2001,01-01-2002,"5,740",US,227,2.77,,2.6,,21/06/2024,ESP-G,7, , , , , , , , , 
08/05/2025,185,Lear 45, ,150,N546DD,2001,01-08-2001,"8,995",US,317,,Yes,,Yes,20/03/2025,MSP-G,8, , , , , ,Yes, , , 
08/05/2025,184,Hawker 900XP, ,108,N213RA,2009,01-06-2009,"3,380",US,115,5.49,,4.9,,24/10/2024,MSP-G,7, , , , , , , ,Yes, 
08/05/2025,194,Hawker 800XP, ,448,N15RY,1999,01-04-2000,"5,275",US,60,1.97,,1.8,,09/12/2024,,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1318,N15Y,1997,01-07-1998,"14,805",US,270,4.69,,3.2,,27/09/2024,RRCC,12, , , , , , , ,Yes, 
08/05/2025,313,Gulfstream GIV, ,1145,N18TD,1990,01-06-1991,"10,075",US,609,2.77,,2.0,,09/04/2025,,13, , , , , ,Yes, , , 
08/05/2025,195,Gulfstream G650,Yes,6064,N311CG,2013,01-03-2014,"5,145",JP,191,32.9,,32.0,,20/02/2025,RRCC,13, , ,Yes, , , , , ,Yes
08/05/2025,194,Gulfstream G550, ,5063,N165TH,2004,01-06-2005,"6,200",US,122,14.99,,14.3,,14/02/2025,RRCC,14, , , , , , , ,Yes,Yes
08/05/2025,229,Gulfstream G450, ,4103,M-ABCD,2007,01-04-2008,"5,720",GB,262,12.9,,12.5,,12/07/2024,RRCC,16, , , , , , , , ,Yes
08/05/2025,108,Gulfstream G280, ,2060,N650MP,2014,01-03-2015,"3,390",US,102,13.66,,13.17,,14/03/2025,MSP-G,9, , , , , , ,Yes, ,Yes
08/05/2025,275,Gulfstream G200, ,049,N300BJ,2001,01-09-2003,"4,790",US,219,3.95,,3.8,,19/12/2024,ESP-G,10, , , , , , ,Yes, , 
08/05/2025,199,Gulfstream G150, ,252,N150GA,2008,01-06-2008,"9,700",US,561,3.4,,3.3,,24/04/2025,MSP-G,7, , , , , ,Yes, , , 
08/05/2025,203,Global XRS, ,9294,N998R,2008,01-04-2009,"8,160",QA,119,,Yes,9.25,,20/08/2024,,13, , ,Yes, , , , , ,Yes
08/05/2025,308,Global Express, ,9139,N764DB,2004,01-01-2005,"5,715",US,133,11.59,,10.0,,06/11/2024,RRCC,13, , , , , , , ,Yes, 
08/05/2025,102,Global 7500, ,70024,N7584G,2019,01-03-2020,"1,280",US,74,,Yes,72.0,,26/07/2024,,14, , , , , , , , , 
08/05/2025,209,Global 6000, ,9529,N181SC,2012,01-01-2014,"3,720",US,105,,Yes,24.0,,03/10/2024,RRCC,14,Yes, ,Yes, , , , , , 
08/05/2025,324,Global 5000, ,9241,N616RH,2007,01-01-2008,"5,850",US,74,,Yes,13.5,,17/05/2024,JSSI,13, , , , , , , ,Yes, 
08/05/2025,182,Falcon 900EXy, ,158,N317ML,2005,01-02-2006,"7,025",US,316,15.75,,15.2,,13/12/2024,MSP-G,13, , , , , ,Yes, ,Yes, 
08/05/2025,229,Falcon 900EX, ,032,N40ZA,1998,01-08-1998,"12,440",US,76,9.99,,9.55,,31/12/2024,MSP-G,14, , , , , , , ,Yes, 
08/05/2025,223,Falcon 900B, ,040,N900MK,1988,01-09-1988,"10,940",US,209,,Yes,,Yes,12/03/2025,MSP-G,16, , , , , ,Yes, , ,Yes
08/05/2025,242,Falcon 8X, ,436,OO-FAI,2017,01-04-2018,"2,865",BE,234,46.0,,43.0,,20/12/2024,ESP-P,14, , ,Yes, , , , , , 
08/05/2025,179,Falcon 7X, ,041,N361N,2008,01-09-2009,"7,010",GB,141,,Yes,,Yes,12/06/2024,ESP-P,16, , , , , , , , ,Yes
08/05/2025,271,Falcon 50EX, ,278,N732AM,1998,01-04-1999,"5,560",US,275,2.8,,2.6,,16/01/2025,MSP-G,9, , , , , , , , , 
08/05/2025,232,Falcon 2000S, ,707,9H-JIVA,2013,01-11-2013,"3,625",CH,336,15.0,,14.3,,06/01/2025,ESP-G,10, , , , , , , , , 
08/05/2025,282,Falcon 50, ,057,N505TC,1981,01-06-1981,"5,430",US,631,1.5,,,Yes,27/02/2025,MSP,8, , , , , , , , , 
08/05/2025,198,Falcon 2000EXy, ,002,N202EX,2003,01-09-2004,"6,580",US,95,8.39,,8.0,,12/07/2024,ESP,10,Yes, , , , , , ,Yes, 
08/05/2025,262,Falcon 2000, ,040,N621PF,1996,01-04-1997,"8,280",US,81,,Yes,,Yes,09/09/2024,MSP-G,10, , , , , ,Yes, , , 
08/05/2025,192,Embraer Praetor 600, ,116,N61MN,2019,01-06-2020,"1,335",US,90,,Yes,21.0,,02/12/2024,MSP,9, , , , , , , ,Yes,Yes
08/05/2025,115,Embraer Phenom 300, ,011,N324CX,2010,01-07-2010,"2,680",US,166,7.09,,6.8,,17/07/2024,ESP-P,7, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,035,N33KG,2009,01-05-2010,"3,885",US,78,2.99,,2.2,,11/06/2024,ESP-P,4, , , , , , , , , 
08/05/2025,158,Challenger 300, ,225,N885WW,2008,01-12-2008,"5,090",US,145,,Yes,10.5,,05/03/2025,MSP-G,8, , , , , , , , , 
08/05/2025,188,Challenger 350, ,736,N214RW,2018,01-05-2018,"2,355",US,314,18.49,,18.0,,03/09/2024,,9, , , , , , , , , 
08/05/2025,199,Challenger 604, ,5586,N334FX,2004,01-11-2004,"9,500",US,105,6.1,,5.9,,02/08/2024,OnPoint,10, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5909,N605CL,2012,01-02-2013,"3,440",US,279,13.95,,12.2,,18/12/2024,OnPoint,14, , , , , ,Yes, , , 
08/05/2025,153,Citation CJ3, ,133,N74GL,2007,01-02-2007,"3,195",US,59,5.25,,,Yes,03/02/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,148,N148FB,2003,01-04-2003,"3,440",US,24,3.29,,3.1,,08/11/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,119,Citation CJ3+, ,679,N521AA,2022,01-01-2023,660,US,66,10.3,,9.8,,17/05/2024,Textron TA,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,267,D-CFGT,2022,01-04-2022,735,DE,297,11.99,,11.5,,30/08/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5279,N319RW,2002,01-09-2002,"14,915",US,381,1.99,,1.5,,17/03/2025,ESP-SL,7, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,225,N318SB,2016,01-07-2016,"2,615",US,71,,Yes,7.7,,04/12/2024,Textron TA,8,Yes, , , , ,Yes, , , 
08/05/2025,121,Lear 60, ,267,N618L,2003,01-02-2004,"6,460",US,148,,Yes,2.4,,08/01/2025,JSSI,7, , , , , , , , , 
08/05/2025,185,Lear 45, ,211,N420SM,2002,01-12-2002,"3,835",US,239,2.79,,2.45,,30/01/2025,MSP,8, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,140,N117WH,2009,01-12-2009,"2,990",US,65,,Yes,4.3,,31/10/2024,,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,468,N850DP,2000,01-07-2000,"10,905",US,64,,Yes,1.7,,01/10/2024,,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1342,N707VV,1998,01-12-1998,"11,125",US,479,6.5,,,Yes,30/12/2024,RRCC,15,Yes, , , , , , ,Yes,Yes
08/05/2025,313,Gulfstream GIV, ,1156,N57LQ,1991,01-09-1991,"10,475",US,239,3.7,,,Yes,09/08/2024,,13, , , , , , , , , 
08/05/2025,195,Gulfstream G650, ,6065,N1TF,2013,01-04-2014,"3,745",US,0,,Yes,29.5,,09/12/2024,RRCC,14, , ,Yes, , , , , ,Yes
08/05/2025,194,Gulfstream G550, ,5085,N5585,2005,01-02-2006,"8,060",US,89,,Yes,11.95,,19/02/2025,RRCC,13, , , , , , , , , 
08/05/2025,229,Gulfstream G450, ,4107,N717DX,2007,01-03-2008,"7,205",US,46,,Yes,9.25,,31/05/2024,RRCC,14, , , , , , ,Yes, , 
08/05/2025,108,Gulfstream G280, ,2080,N819JW,2015,01-11-2015,"2,810",US,74,16.49,,16.3,,02/07/2024,MSP-G,9, , , , , , ,Yes, ,Yes
08/05/2025,275,Gulfstream G200, ,063,N999HW,2002,01-12-2003,"4,710",US,149,,Yes,3.7,,08/11/2024,ESP-G,9, , , , , , , , , 
08/05/2025,199,Gulfstream G150, ,270,N480JJ,2008,01-06-2009,"4,865",US,224,5.22,,5.0,,16/12/2024,MSP-G,6, , , , , , ,Yes, , 
08/05/2025,203,Global XRS, ,9333,D-ACCF,2008,01-01-2010,"3,835",DE,436,16.99,,16.0,,11/10/2024,RRCC,13, , , , , , , , , 
08/05/2025,308,Global Express, ,9143,N610AW,2004,01-02-2005,"5,565",US,747,,Yes,10.0,,26/03/2025,RRCC,13, , , , , , , , , 
08/05/2025,102,Global 7500, ,70075,N820BA,2020,01-08-2021,425,US,62,71.0,,69.0,,13/06/2024,OnPoint,18, , , , , , , , , 
08/05/2025,209,Global 6000, ,9530,N805WM,2012,01-12-2013,"3,770",US,149,,Yes,24.0,,25/09/2024,RRCC,12,Yes, ,Yes, , , , , , 
08/05/2025,324,Global 5000, ,9289,N717KD,2008,01-06-2009,"3,825",US,760,12.5,,12.4,,06/12/2024,RRCC,13, , , , , , , , , 
08/05/2025,182,Falcon 900EXy, ,187,N401GJ,2007,01-12-2007,"3,985",US,161,14.99,,14.75,,30/08/2024,MSP-G,14, , , , , , , , , 
08/05/2025,229,Falcon 900EX, ,046,N999FG,1999,01-08-1999,"6,160",US,275,11.49,,11.0,,04/12/2024,MSP-G,12, , , , , , , ,Yes,Yes
08/05/2025,223,Falcon 900B, ,041,N41FJ,1988,01-08-1988,"6,470",US,206,5.9,,5.5,,06/09/2024,MSP-G,13, , , , , , , ,Yes, 
08/05/2025,179,Falcon 7X, ,046,F-HCTV,2008,01-03-2009,"8,240",FR,314,,Yes,18.9,,21/05/2024,ESP-G,12,Yes, , , , , , , ,Yes
08/05/2025,271,Falcon 50EX, ,281,N388BB,1999,01-08-1999,"4,840",US,118,4.99,,4.7,,11/03/2025,MSP-G,9, , , , , , , , , 
08/05/2025,232,Falcon 2000S, ,737,XA-HHF,2016,01-10-2016,"2,370",MX,127,17.99,,17.0,,04/12/2024,ESP-P,10, , , , , , , , , 
08/05/2025,282,Falcon 50, ,076,N119AK,1982,01-06-1982,"12,870",US,169,,Yes,1.8,,04/02/2025,JSSI,9, , , , , , , ,Yes, 
08/05/2025,198,Falcon 2000EXy, ,008,N1978X,2003,01-07-2003,"5,445",US,225,9.99,,8.5,,23/04/2025,ESP-G,10, , , , , , , ,Yes, 
08/05/2025,262,Falcon 2000, ,086,N319ES,1999,01-09-1999,"10,035",US,401,4.15,,3.8,,20/11/2024,MSP-G,8, , , , , ,Yes, , , 
08/05/2025,192,Embraer Praetor 600, ,136,N550LC,2021,01-03-2021,"1,825",US,190,21.99,,21.2,,31/01/2025,MSP-G,9, , ,Yes, , , , ,Yes, 
08/05/2025,115,Embraer Phenom 300, ,031,N814SP,2010,01-12-2010,"3,205",US,104,6.49,,5.95,,30/12/2024,ESP-S,6, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,052,N4300TB,2009,01-08-2009,"1,380",US,78,2.55,,2.4,,15/11/2024,ESP-GL,4, , , , , , , , , 
08/05/2025,103,Embraer Legacy 500, ,010,XA-TFR,2014,01-06-2015,"2,680",MX,182,,Yes,13.5,,06/12/2024,MSP-G,9, , , , , , , , , 
08/05/2025,158,Challenger 300, ,241,N610CG,2008,01-05-2009,"4,830",US,148,10.89,,10.5,,26/09/2024,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,740,SE-RNR,2018,01-06-2018,"2,290",SE,91,18.99,,18.5,,27/06/2024,MSP-G,9, , , , , , , , ,Yes
08/05/2025,199,Challenger 604, ,5591,N913VC,2004,01-11-2004,"7,555",US,483,,Yes,7.25,,30/09/2024,OnPoint,10, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5911,N200LS,2012,01-02-2013,"3,675",US,316,13.95,,12.8,,29/01/2025,OnPoint,14, , , , , ,Yes, , , 
08/05/2025,153,Citation CJ3, ,166,N7814,2007,01-08-2007,"2,825",US,41,,Yes,5.3,,05/06/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,165,N10PF,2003,01-06-2003,"3,290",US,145,3.69,,3.5,,26/08/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,119,Citation CJ3+, ,682,N110RF,2022,01-12-2022,630,US,99,9.37,,9.3,,21/06/2024,Textron TA,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,291,N984PC,2022,01-01-2023,910,US,118,12.45,,11.9,,26/12/2024,TAP Blue,10, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5329,N443TA,2003,01-06-2003,"7,370",US,121,,Yes,4.17,,05/03/2025,,9, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,231,N511HS,2016,01-10-2016,"1,525",US,122,,Yes,7.9,,17/10/2024,Textron TA,8,Yes, , , , ,Yes, , , 
08/05/2025,121,Lear 60, ,280,N280LJ,2005,01-03-2005,"8,670",US,131,3.0,,2.7,,16/09/2024,,7, , , , , , , , , 
08/05/2025,185,Lear 45, ,222,N826CA,2002,01-07-2002,"8,225",US,97,,Yes,,Yes,22/10/2024,MSP,8, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,161,N61HQ,2010,01-04-2010,"4,255",US,267,5.19,,4.8,,16/10/2024,MSP-G,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,502,N681SC,2000,01-04-2001,"4,755",US,315,2.45,,2.0,,19/03/2025,MSP-G,8, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1349,N510MG,1998,01-10-1999,"9,415",US,80,3.0,,2.85,,30/09/2024,,13, , , , , , ,Yes, , 
08/05/2025,313,Gulfstream GIV, ,1157,N960DP,1991,01-05-1992,"11,555",US,78,3.9,,,Yes,05/06/2024,,14, , , , , ,Yes, , , 
08/05/2025,195,Gulfstream G650,Yes,6123,N281MM,2014,01-05-2015,"2,430",US,839,,Yes,37.5,,19/12/2024,RRCC,17, , ,Yes, , , , , , 
08/05/2025,194,Gulfstream G550, ,5089,N771JT,2005,01-04-2006,"3,055",US,35,,Yes,14.0,,31/12/2024,,14, , , , , , , ,Yes, 
08/05/2025,229,Gulfstream G450, ,4187,N950KT,2010,01-05-2010,"3,720",US,120,,Yes,14.0,,19/03/2025,RRCC,16, , , , ,Yes, , ,Yes, 
08/05/2025,108,Gulfstream G280, ,2084,N69GF,2015,01-02-2016,"2,215",US,116,16.65,,16.0,,31/05/2024,MSP-G,9, , , , , , , , ,Yes
08/05/2025,275,Gulfstream G200, ,074,N882MR,2002,01-05-2003,"8,435",US,71,,Yes,2.7,,27/03/2025,ESP-GL,9, , , , , , , ,Yes, 
08/05/2025,199,Gulfstream G150, ,272,N819AM,2008,01-01-2009,"6,060",US,183,5.35,,4.47,,26/02/2025,MSP-G,7, , , , , , ,Yes, , 
08/05/2025,203,Global XRS, ,9365,TC-YYA,2009,01-10-2010,"3,625",TR,282,17.9,,16.25,,15/08/2024,RRCC,14, ,Yes, , , , , , , 
08/05/2025,102,Global 7500, ,70119,N1872N,2022,01-11-2022,845,US,97,69.5,,69.0,,21/10/2024,OnPoint,16, , , , , , , , , 
08/05/2025,209,Global 6000, ,9554,OE-LGY,2013,01-09-2014,"3,520",AT,195,,Yes,23.75,,06/06/2024,RRCC,14, , , , , , , , , 
08/05/2025,324,Global 5000, ,9302,N352AF,2008,01-07-2008,"4,425",US,732,12.95,,10.5,,18/10/2024,RRCC,13, , , , , , , , , 
08/05/2025,182,Falcon 900EXy, ,227,N385FD,2009,01-07-2009,"4,395",US,56,20.5,,19.37,,02/07/2024,MSP-G,14, , , , , , ,Yes, ,Yes
08/05/2025,229,Falcon 900EX, ,074,N297KM,2000,01-12-2000,"7,170",US,224,10.5,,10.3,,09/12/2024,JSSI,13, , , , , , ,Yes, , 
08/05/2025,223,Falcon 900B, ,067,N324AD,1988,01-06-1989,"14,315",US,147,5.7,,4.5,,24/06/2024,MSP-G,12, , , , , ,Yes, , , 
08/05/2025,179,Falcon 7X, ,075,N775E,2009,01-06-2010,"5,690",US,267,16.5,,16.25,,31/01/2025,ESP-G,12, , ,Yes, , , , , , 
08/05/2025,271,Falcon 50EX, ,284,N900BB,1999,01-10-1999,"8,370",US,34,,Yes,4.0,,13/02/2025,MSP-G,9, , , , , ,Yes, , , 
08/05/2025,282,Falcon 50, ,085,N107CV,1982,01-04-1983,"12,020",US,112,1.79,,1.45,,30/01/2025,MSP-G,9, , , , , , ,Yes, , 
08/05/2025,198,Falcon 2000EXy, ,013,N628CC,2003,01-08-2003,"5,275",US,256,10.5,,9.7,,12/11/2024,ESP-P,10, , , , , , , ,Yes,Yes
08/05/2025,262,Falcon 2000, ,105,N95RS,1999,01-03-2000,"9,550",US,25,,Yes,6.5,,20/12/2024,CSP,10, , , , , ,Yes, , , 
08/05/2025,192,Embraer Praetor 600, ,162,N54PM,2022,01-12-2022,805,US,98,22.9,,22.3,,13/03/2025,JSSI,8, , ,Yes, , , , , , 
08/05/2025,115,Embraer Phenom 300, ,045,N800VU,2011,01-04-2011,"3,750",US,161,6.95,,6.2,,30/12/2024,JSSI,7, , , , , , , , , 
08/05/2025,180,Embraer Phenom 100, ,056,N80EJ,2009,01-10-2009,"2,710",US,146,2.5,,2.25,,13/06/2024,ESP-P,4, , , , , , , , , 
08/05/2025,103,Embraer Legacy 500, ,031,G-TULI,2015,01-12-2015,"4,765",GB,139,12.95,,12.3,,06/03/2025,MSP-G,9, , , , , , ,Yes, , 
08/05/2025,158,Challenger 300, ,262,N416F,2009,01-10-2009,"5,860",US,80,11.5,,,Yes,16/08/2024,,9, , , , , , ,Yes, , 
08/05/2025,188,Challenger 350, ,768,N300BC,2018,01-02-2019,"1,990",US,59,,Yes,18.0,,07/04/2025,MSP,9, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5607,N610L,2005,01-03-2005,"5,280",US,84,6.65,,6.5,,10/02/2025,OnPoint,9, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5938,C-FCDE,2013,01-07-2014,"2,425",CA,182,14.95,,14.8,,15/11/2024,,10, , , , , , , , ,Yes
08/05/2025,153,Citation CJ3, ,169,D-CUBA,2007,01-07-2007,"4,075",DE,85,5.1,,,Yes,02/10/2024,TAP Elite,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,180,N604LJ,2003,01-10-2003,"5,200",US,159,3.45,,3.2,,10/09/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,119,Citation CJ3+, ,685,NXXXX,2023,01-04-2023,525,CH,57,,Yes,10.0,,15/11/2024,,6, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5370,N421LT,2004,01-06-2004,"2,975",US,161,,Yes,3.9,,31/10/2024,,8, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,249,N999CB,2017,01-05-2017,"1,490",US,163,8.44,,8.1,,05/12/2024,Textron TA,8, , , , , ,Yes, , , 
08/05/2025,121,Lear 60, ,300,N357WP,2006,01-03-2006,"5,335",US,123,,Yes,3.0,,16/09/2024,ESP-SL,7, , , , , , , , , 
